"","GeneSymbol","LevelOfConfidence"
"1582","NDUFA9","LowEvidence"
"1583","AK1","LowEvidence"
"1584","PASD1","LowEvidence"
"1585","ATN1","LowEvidence"
"1586","FAM47B","LowEvidence"
"1587","KRIT1","LowEvidence"
"1588","PLCXD1","LowEvidence"
"1589","PDYN","LowEvidence"
"1590","PCDH12","LowEvidence"
"1591","STUB1","LowEvidence"
"1592","ZMYM3","LowEvidence"
"1593","PLOD1","LowEvidence"
"1594","XK","LowEvidence"
"1595","MT-TK","LowEvidence"
"1596","PSAT1","LowEvidence"
"1597","FRY","LowEvidence"
"1598","REEP2","LowEvidence"
"1599","NDUFS2","LowEvidence"
"1600","LOXHD1","LowEvidence"
"1601","CLCNKB","LowEvidence"
"1602","RAPSN","LowEvidence"
"1603","MEGF10","LowEvidence"
"1604","PCBD1","LowEvidence"
"1605","TAF2","LowEvidence"
"1606","LGI1","LowEvidence"
"1607","KDM6B","LowEvidence"
"1608","PSEN1","LowEvidence"
"1609","NDRG1","LowEvidence"
"1610","NEB","LowEvidence"
"1611","WDR60","LowEvidence"
"1612","ATL1","LowEvidence"
"1613","GAB3","LowEvidence"
"1614","TUBAL3","LowEvidence"
"1615","DACT1","LowEvidence"
"1616","COQ5","LowEvidence"
"1617","ABAT","LowEvidence"
"1618","NXF4","LowEvidence"
"1619","LYST","LowEvidence"
"1620","KIF26B","LowEvidence"
"1621","SYNCRIP","LowEvidence"
"1622","ACIN1","LowEvidence"
"1623","ZCCHC8","LowEvidence"
"1624","KCNA1","LowEvidence"
"1625","NR1I3","LowEvidence"
"1626","ZDHHC15","LowEvidence"
"1627","WWC3","LowEvidence"
"1628","POLA1","LowEvidence"
"1629","SLC52A3","LowEvidence"
"1630","HIST3H3","LowEvidence"
"1631","TBP","LowEvidence"
"1632","MT-ND4","LowEvidence"
"1633","KCNK12","LowEvidence"
"1634","SETX","LowEvidence"
"1635","DOCK11","LowEvidence"
"1636","ASCC3","LowEvidence"
"1637","PIEZO2","LowEvidence"
"1638","ARIH1","LowEvidence"
"1639","CXorf58","LowEvidence"
"1640","FREM1","LowEvidence"
"1641","MAFB","LowEvidence"
"1642","DMXL2","LowEvidence"
"1643","TM4SF20","LowEvidence"
"1644","INPP4A","LowEvidence"
"1645","YAP1","LowEvidence"
"1646","ATXN10","LowEvidence"
"1647","KCNQ5","LowEvidence"
"1648","MT-ATP6","LowEvidence"
"1649","SYT1","LowEvidence"
"1650","ZNF713","LowEvidence"
"1651","SLC35A1","LowEvidence"
"1652","FGFR3","LowEvidence"
"1653","COL4A6","LowEvidence"
"1654","MECR","LowEvidence"
"1655","DST","LowEvidence"
"1656","RRAS","LowEvidence"
"1657","SNIP1","LowEvidence"
"1658","AWAT2","LowEvidence"
"1659","SMARCD1","LowEvidence"
"1660","RAB40AL","LowEvidence"
"1661","KLHL34","LowEvidence"
"1662","TTN","LowEvidence"
"1663","DVL3","LowEvidence"
"1664","MTMR8","LowEvidence"
"1665","EPM2A","LowEvidence"
"1666","GCSH","LowEvidence"
"1667","CACNA1F","LowEvidence"
"1668","PJA1","LowEvidence"
"1669","BIN1","LowEvidence"
"1670","KANK1","LowEvidence"
"1671","MT-TP","LowEvidence"
"1672","P2RY4","LowEvidence"
"1673","UQCRQ","LowEvidence"
"1674","SCAPER","LowEvidence"
"1675","CRYBA4","LowEvidence"
"1676","RYR1","LowEvidence"
"1677","KLHL4","LowEvidence"
"1678","ZNF425","LowEvidence"
"1679","MMP21","LowEvidence"
"1680","SMARCC2","LowEvidence"
"1681","GRIA2","LowEvidence"
"1682","BRIP1","LowEvidence"
"1683","PTPN21","LowEvidence"
"1684","PAX2","LowEvidence"
"1685","TBC1D8B","LowEvidence"
"1686","MGAT5B","LowEvidence"
"1687","PGRMC1","LowEvidence"
"1688","ABCB7","LowEvidence"
"1689","CACNA1S","LowEvidence"
"1690","SYTL4","LowEvidence"
"1691","ANO10","LowEvidence"
"1692","DNMT1","LowEvidence"
"1693","DNA2","LowEvidence"
"1694","MYO7A","LowEvidence"
"1695","PPOX","LowEvidence"
"1696","FAM58A","LowEvidence"
"1697","FKBPL","LowEvidence"
"1698","PRRG1","LowEvidence"
"1699","LBR","LowEvidence"
"1700","TTPA","LowEvidence"
"1701","RTN2","LowEvidence"
"1702","GRB14","LowEvidence"
"1703","TTC7A","LowEvidence"
"1704","UBR7","LowEvidence"
"1705","RFX6","LowEvidence"
"1706","SPRY3","LowEvidence"
"1707","SOBP","LowEvidence"
"1708","PPP2R2B","LowEvidence"
"1709","A2ML1","LowEvidence"
"1710","PLCE1","LowEvidence"
"1711","TANC2","LowEvidence"
"1712","AVPR2","LowEvidence"
"1713","VAMP7","LowEvidence"
"1714","CLIC2","LowEvidence"
"1715","PRICKLE1","LowEvidence"
"1716","ASMT","LowEvidence"
"1717","PYGL","LowEvidence"
"1718","MPDZ","LowEvidence"
"1719","TFB2M","LowEvidence"
"1720","GOSR2","LowEvidence"
"1721","PDCD10","LowEvidence"
"1722","EFHC1","LowEvidence"
"1723","NHEJ1","LowEvidence"
"1724","VPS35","LowEvidence"
"1725","CSTF2","LowEvidence"
"1726","FAH","LowEvidence"
"1727","TOR1A","LowEvidence"
"1728","SPG21","LowEvidence"
"1729","KCNMA1","LowEvidence"
"1730","CAPRIN1","LowEvidence"
"1731","TCP10L2","LowEvidence"
"1732","IL3RA","LowEvidence"
"1733","ZNF599","LowEvidence"
"1734","LHFPL3","LowEvidence"
"1735","SGCE","LowEvidence"
"1736","SMO","LowEvidence"
"1737","EXT1","LowEvidence"
"1738","ALG9","LowEvidence"
"1739","ELK1","LowEvidence"
"1740","TNKS2","LowEvidence"
"1741","RNF113A","LowEvidence"
"1742","REEP1","LowEvidence"
"1743","ASCL1","LowEvidence"
"1744","FBN2","LowEvidence"
"1745","ITIH6","LowEvidence"
"1746","MRE11","LowEvidence"
"1747","WNT5A","LowEvidence"
"1748","KIF5A","LowEvidence"
"1749","MYO1G","LowEvidence"
"1750","DDHD1","LowEvidence"
"1751","TMLHE","LowEvidence"
"1752","SMARCAL1","LowEvidence"
"1753","TTBK2","LowEvidence"
"1754","MYO1D","LowEvidence"
"1755","RAD50","LowEvidence"
"1756","PMP22","LowEvidence"
"1757","CAMK2G","LowEvidence"
"1758","ASMTL","LowEvidence"
"1759","PDGFB","LowEvidence"
"1760","DPF2","LowEvidence"
"1761","PARP1","LowEvidence"
"1762","MCEE","LowEvidence"
"1763","ALG2","LowEvidence"
"1764","WDR13","LowEvidence"
"1765","GDAP1","LowEvidence"
"1766","GLRA2","LowEvidence"
"1767","MITF","LowEvidence"
"1768","RABL6","LowEvidence"
"1769","DHRSX","LowEvidence"
"1770","ARSF","LowEvidence"
"1771","MYBPC1","LowEvidence"
"1772","MTMR14","LowEvidence"
"1773","TFG","LowEvidence"
"1774","CHRNA4","LowEvidence"
"1775","SLC2A10","LowEvidence"
"1776","BRCA1","LowEvidence"
"1777","SLC31A1","LowEvidence"
"1778","WDR11","LowEvidence"
"1779","FBXO25","LowEvidence"
"1780","PARK7","LowEvidence"
"1781","PIK3C3","LowEvidence"
"1782","RAD51C","LowEvidence"
"1783","FLAD1","LowEvidence"
"1784","RTL9","LowEvidence"
"1785","RAB27A","LowEvidence"
"1786","PSMA7","LowEvidence"
"1787","OXCT1","LowEvidence"
"1788","ITGB6","LowEvidence"
"1789","DIAPH2","LowEvidence"
"1790","CDK8","LowEvidence"
"1791","DCHS2","LowEvidence"
"1792","MTM1","LowEvidence"
"1793","SLC45A1","LowEvidence"
"1794","P2RY8","LowEvidence"
"1795","WDR4","LowEvidence"
"1796","RBM8A","LowEvidence"
"1797","RENBP","LowEvidence"
"1798","TK2","LowEvidence"
"1799","VDR","LowEvidence"
"1800","ODF2L","LowEvidence"
"1801","KCNQ3","LowEvidence"
"1802","SIGMAR1","LowEvidence"
"1803","ATCAY","LowEvidence"
"1804","DGKH","LowEvidence"
"1805","EOMES","LowEvidence"
"1806","SLC25A19","LowEvidence"
"1807","MAGT1","LowEvidence"
"1808","ZCCHC12","LowEvidence"
"1809","RBM28","LowEvidence"
"1810","PABPC5","LowEvidence"
"1811","MAGEC1","LowEvidence"
"1812","IGSF1","LowEvidence"
"1813","TUFM","LowEvidence"
"1814","SPG7","LowEvidence"
"1815","PSMD10","LowEvidence"
"1816","NDUFA10","LowEvidence"
"1817","ZFX","LowEvidence"
"1818","LAS1L","LowEvidence"
"1819","SNCA","LowEvidence"
"1820","TEPSIN","LowEvidence"
"1821","ARHGAP6","LowEvidence"
"1822","PIGH","LowEvidence"
"1823","CD99","LowEvidence"
"1824","LRRK2","LowEvidence"
"1825","PLOD3","LowEvidence"
"1826","DCTN1","LowEvidence"
"1827","MAGEC3","LowEvidence"
"1828","SPAST","LowEvidence"
"1829","PRMT9","LowEvidence"
"1830","CACNG2","LowEvidence"
"1831","MAOB","LowEvidence"
"1832","ESX1","LowEvidence"
"1833","WNK3","LowEvidence"
"1834","KCNE1","LowEvidence"
"1835","RYR3","LowEvidence"
"1836","C9orf72","LowEvidence"
"1837","PHKA1","LowEvidence"
"1838","MAGED1","LowEvidence"
"1839","FRMD7","LowEvidence"
"1840","FBXO8","LowEvidence"
"1841","AGK","LowEvidence"
"1842","MAGIX","LowEvidence"
"1843","LRAT","LowEvidence"
"1844","KIF1C","LowEvidence"
"1845","P3H1","LowEvidence"
"1846","MXRA5","LowEvidence"
"1847","OBSL1","LowEvidence"
"1848","NDUFA12","LowEvidence"
"1849","ZNF674","LowEvidence"
"1850","MIB1","LowEvidence"
"1851","FANCB","LowEvidence"
"1852","GORAB","LowEvidence"
"1853","SBF2","LowEvidence"
"1854","ITGA3","LowEvidence"
"1855","RUBCN","LowEvidence"
"1856","MPV17","LowEvidence"
"1857","AKAP4","LowEvidence"
"1858","PIN4","LowEvidence"
"1859","CACNB4","LowEvidence"
"1860","ZMYM6","LowEvidence"
"1861","PCYT1A","LowEvidence"
"1862","HK1","LowEvidence"
"1863","PRICKLE2","LowEvidence"
"1864","FGD4","LowEvidence"
"1865","LRP1","LowEvidence"
"1866","FAM111B","LowEvidence"
"1867","PRKCG","LowEvidence"
"1868","NPHS2","LowEvidence"
"1869","ATXN7","LowEvidence"
"1870","DECR1","LowEvidence"
"1871","RNF216","LowEvidence"
"1872","NHLRC1","LowEvidence"
"1873","INF2","LowEvidence"
"1874","MAGI2","LowEvidence"
"1875","PECR","LowEvidence"
"1876","NEFL","LowEvidence"
"1877","FKBP6","LowEvidence"
"1878","HMGB3","LowEvidence"
"1879","BEAN1","LowEvidence"
"1880","RECQL4","LowEvidence"
"1881","KDM1A","LowEvidence"
"1882","CACNA1H","LowEvidence"
"1883","ITGA4","LowEvidence"
"1884","GLUD1","LowEvidence"
"1885","CPA6","LowEvidence"
"1886","RAD51","LowEvidence"
"1887","TACO1","LowEvidence"
"1888","ACTL6B","LowEvidence"
"1889","FGFR1","LowEvidence"
"1890","ZBTB16","LowEvidence"
"1891","SLC9A9","LowEvidence"
"1892","PLXNB3","LowEvidence"
"1893","PINK1","LowEvidence"
"1894","CTTNBP2","LowEvidence"
"1895","RIPK4","LowEvidence"
"1896","EPPK1","LowEvidence"
"1897","MT-ND1","LowEvidence"
"1898","CSNK1G1","LowEvidence"
"1899","RAPGEF1","LowEvidence"
"1900","MAGEB2","LowEvidence"
"1901","MAGEB1","LowEvidence"
"1902","DHODH","LowEvidence"
"1903","FASN","LowEvidence"
"1904","PHOX2B","LowEvidence"
"1905","IFT140","LowEvidence"
"1906","P4HB","LowEvidence"
"1907","MORC4","LowEvidence"
"1908","NRK","LowEvidence"
"1909","CFP","LowEvidence"
"1910","ALX1","LowEvidence"
"1911","AHCY","LowEvidence"
"1912","ATXN3L","LowEvidence"
"1913","FBXO7","LowEvidence"
"1914","GALNS","LowEvidence"
"1915","RGS7","LowEvidence"
"1916","TAF7L","LowEvidence"
"1917","PLEC","LowEvidence"
"1918","KDM5A","LowEvidence"
"1919","PROX2","LowEvidence"
"1920","COQ2","LowEvidence"
"1921","CAP1","LowEvidence"
"1922","PNP","LowEvidence"
"1923","NIPA1","LowEvidence"
"1924","AP5Z1","LowEvidence"
"1925","GNAL","LowEvidence"
"1926","DRD2","LowEvidence"
"1927","NLGN4X","LowEvidence"
"1928","OR5M1","LowEvidence"
"1929","MTTP","LowEvidence"
"1930","SREBF2","LowEvidence"
