"","GeneSymbol","LevelOfConfidence"
"1568","ADRA2B","LowEvidence"
"1569","AVPR2","LowEvidence"
"1570","FGFR2","LowEvidence"
"1571","CUX2","LowEvidence"
"1572","SLC31A1","LowEvidence"
"1573","CRADD","LowEvidence"
"1574","OR5M1","LowEvidence"
"1575","THRB","LowEvidence"
"1576","IL3RA","LowEvidence"
"1577","ZNF425","LowEvidence"
"1578","TACO1","LowEvidence"
"1579","RABL6","LowEvidence"
"1580","UBTF","LowEvidence"
"1581","ASB12","LowEvidence"
"1582","CASP2","LowEvidence"
"1583","PSMA7","LowEvidence"
"1584","DPF1","LowEvidence"
"1585","MAGEC1","LowEvidence"
"1586","PDGFRB","LowEvidence"
"1587","DPF3","LowEvidence"
"1588","GABBR2","LowEvidence"
"1589","ITPR1","LowEvidence"
"1590","MYO1G","LowEvidence"
"1591","MBNL3","LowEvidence"
"1592","DLG1","LowEvidence"
"1593","TLR8","LowEvidence"
"1594","SYT14","LowEvidence"
"1595","GRIA1","LowEvidence"
"1596","DIAPH2","LowEvidence"
"1597","AGPAT2","LowEvidence"
"1598","SNIP1","LowEvidence"
"1599","COA5","LowEvidence"
"1600","RLIM","LowEvidence"
"1601","FGFR1","LowEvidence"
"1602","DAG1","LowEvidence"
"1603","ALX1","LowEvidence"
"1604","CMC4","LowEvidence"
"1605","NEDD4L","LowEvidence"
"1606","SLC45A1","LowEvidence"
"1607","UQCRQ","LowEvidence"
"1608","CAP1","LowEvidence"
"1609","TMEM231","LowEvidence"
"1610","ACOT9","LowEvidence"
"1611","AR","LowEvidence"
"1612","LONP1","LowEvidence"
"1613","CACNG2","LowEvidence"
"1614","PGRMC1","LowEvidence"
"1615","ATP2A2","LowEvidence"
"1616","CACNA1F","LowEvidence"
"1617","CSF2RA","LowEvidence"
"1618","CHL1","LowEvidence"
"1619","MAGEE2","LowEvidence"
"1620","TMEM132E","LowEvidence"
"1621","ODF2L","LowEvidence"
"1622","HIST1H4B","LowEvidence"
"1623","SMARCD1","LowEvidence"
"1624","CCNB3","LowEvidence"
"1625","ZNF81","LowEvidence"
"1626","MORC4","LowEvidence"
"1627","ASCC3","LowEvidence"
"1628","COG5","LowEvidence"
"1629","ERMARD","LowEvidence"
"1630","PNP","LowEvidence"
"1631","PRRG3","LowEvidence"
"1632","ITGB6","LowEvidence"
"1633","XK","LowEvidence"
"1634","FREM1","LowEvidence"
"1635","NRXN3","LowEvidence"
"1636","ATP8A2","LowEvidence"
"1637","GALNS","LowEvidence"
"1638","SRGAP3","LowEvidence"
"1639","SCAPER","LowEvidence"
"1640","ACIN1","LowEvidence"
"1641","TREX2","LowEvidence"
"1642","NDN","LowEvidence"
"1643","GCSH","LowEvidence"
"1644","TRAPPC11","LowEvidence"
"1645","PHKA1","LowEvidence"
"1646","THUMPD1","LowEvidence"
"1647","MPDZ","LowEvidence"
"1648","GFER","LowEvidence"
"1649","VAMP7","LowEvidence"
"1650","NDUFS2","LowEvidence"
"1651","GABRQ","LowEvidence"
"1652","KIF2A","LowEvidence"
"1653","MGAT5B","LowEvidence"
"1654","CD99","LowEvidence"
"1655","PHOX2B","LowEvidence"
"1656","WDR11","LowEvidence"
"1657","FAM47B","LowEvidence"
"1658","ATP6V0A2","LowEvidence"
"1659","PROX2","LowEvidence"
"1660","KCNK12","LowEvidence"
"1661","BCORL1","LowEvidence"
"1662","BTK","LowEvidence"
"1663","D2HGDH","LowEvidence"
"1664","LRAT","LowEvidence"
"1665","KDM5A","LowEvidence"
"1666","SLC33A1","LowEvidence"
"1667","ARL14EP","LowEvidence"
"1668","TCTN1","LowEvidence"
"1669","RALGDS","LowEvidence"
"1670","SLC6A5","LowEvidence"
"1671","CHMP1A","LowEvidence"
"1672","SMARCA1","LowEvidence"
"1673","KCNH5","LowEvidence"
"1674","MED23","LowEvidence"
"1675","RTL9","LowEvidence"
"1676","FRY","LowEvidence"
"1677","MED25","LowEvidence"
"1678","TUBAL3","LowEvidence"
"1679","OXCT1","LowEvidence"
"1680","ARHGAP6","LowEvidence"
"1681","RAD51","LowEvidence"
"1682","SYTL4","LowEvidence"
"1683","TM4SF20","LowEvidence"
"1684","KRIT1","LowEvidence"
"1685","TAF7L","LowEvidence"
"1686","UPB1","LowEvidence"
"1687","TNKS2","LowEvidence"
"1688","HMGCL","LowEvidence"
"1689","ANO10","LowEvidence"
"1690","SMARCD3","LowEvidence"
"1691","NTM","LowEvidence"
"1692","KMT2C","LowEvidence"
"1693","MTF1","LowEvidence"
"1694","GPHN","LowEvidence"
"1695","MYT1L","LowEvidence"
"1696","CAMK2G","LowEvidence"
"1697","ABCB7","LowEvidence"
"1698","CAPN10","LowEvidence"
"1699","MAOB","LowEvidence"
"1700","PARP1","LowEvidence"
"1701","ATP2B3","LowEvidence"
"1702","PRDX4","LowEvidence"
"1703","GAD1","LowEvidence"
"1704","SMARCC1","LowEvidence"
"1705","MIB1","LowEvidence"
"1706","ZCCHC8","LowEvidence"
"1707","CSNK1G1","LowEvidence"
"1708","ZNF713","LowEvidence"
"1709","ZC3H14","LowEvidence"
"1710","TECPR2","LowEvidence"
"1711","DNA2","LowEvidence"
"1712","WDR60","LowEvidence"
"1713","TGFBR2","LowEvidence"
"1714","BRCA1","LowEvidence"
"1715","SOBP","LowEvidence"
"1716","DGKH","LowEvidence"
"1717","CLCNKB","LowEvidence"
"1718","SHROOM2","LowEvidence"
"1719","QARS","LowEvidence"
"1720","AHI1","LowEvidence"
"1721","KCNJ6","LowEvidence"
"1722","PBRM1","LowEvidence"
"1723","MIR17HG","LowEvidence"
"1724","CACNB4","LowEvidence"
"1725","PUF60","LowEvidence"
"1726","ZMYM6","LowEvidence"
"1727","TRMT1","LowEvidence"
"1728","SREBF2","LowEvidence"
"1729","MAGEC3","LowEvidence"
"1730","LBR","LowEvidence"
"1731","TFB2M","LowEvidence"
"1732","KLF8","LowEvidence"
"1733","B9D1","LowEvidence"
"1734","MTMR8","LowEvidence"
"1735","ZNF592","LowEvidence"
"1736","INPP4A","LowEvidence"
"1737","ANK3","LowEvidence"
"1738","IER3IP1","LowEvidence"
"1739","MT-TP","LowEvidence"
"1740","PRICKLE3","LowEvidence"
"1741","SPRY3","LowEvidence"
"1742","STAG1","LowEvidence"
"1743","LRP1","LowEvidence"
"1744","DHRSX","LowEvidence"
"1745","MAPK10","LowEvidence"
"1746","RBM28","LowEvidence"
"1747","ITIH6","LowEvidence"
"1748","ZFX","LowEvidence"
"1749","PRRG1","LowEvidence"
"1750","TUFM","LowEvidence"
"1751","ALG9","LowEvidence"
"1752","GAB3","LowEvidence"
"1753","NECTIN1","LowEvidence"
"1754","SCN1B","LowEvidence"
"1755","CLIC2","LowEvidence"
"1756","XPA","LowEvidence"
"1757","FBXO25","LowEvidence"
"1758","ARSF","LowEvidence"
"1759","PIK3C3","LowEvidence"
"1760","AHCY","LowEvidence"
"1761","CDK16","LowEvidence"
"1762","MAGEB1","LowEvidence"
"1763","KDM1A","LowEvidence"
"1764","POLA1","LowEvidence"
"1765","KDM6B","LowEvidence"
"1766","ENOX2","LowEvidence"
"1767","THOC2","LowEvidence"
"1768","RAB40AL","LowEvidence"
"1769","HAUS7","LowEvidence"
"1770","NUP62","LowEvidence"
"1771","P2RY4","LowEvidence"
"1772","FASN","LowEvidence"
"1773","ZMYND12","LowEvidence"
"1774","GPAA1","LowEvidence"
"1775","RUBCN","LowEvidence"
"1776","AGO1","LowEvidence"
"1777","ACBD6","LowEvidence"
"1778","UTP14A","LowEvidence"
"1779","TGFBR1","LowEvidence"
"1780","MVK","LowEvidence"
"1781","CTPS2","LowEvidence"
"1782","IL1RAPL2","LowEvidence"
"1783","FANCB","LowEvidence"
"1784","QKI","LowEvidence"
"1785","KLHL15","LowEvidence"
"1786","NKAP","LowEvidence"
"1787","ZCCHC12","LowEvidence"
"1788","PHF21A","LowEvidence"
"1789","CCDC78","LowEvidence"
"1790","ATP1A2","LowEvidence"
"1791","RRAS","LowEvidence"
"1792","VIP","LowEvidence"
"1793","PREPL","LowEvidence"
"1794","CNKSR1","LowEvidence"
"1795","KIF26B","LowEvidence"
"1796","P2RY8","LowEvidence"
"1797","FRMD7","LowEvidence"
"1798","HAX1","LowEvidence"
"1799","XPNPEP3","LowEvidence"
"1800","CAPRIN1","LowEvidence"
"1801","IGSF1","LowEvidence"
"1802","ERLIN2","LowEvidence"
"1803","FTL","LowEvidence"
"1804","SNX3","LowEvidence"
"1805","CACNA1G","LowEvidence"
"1806","GJB1","LowEvidence"
"1807","FKBPL","LowEvidence"
"1808","PCDH10","LowEvidence"
"1809","CUL7","LowEvidence"
"1810","MBTPS2","LowEvidence"
"1811","WNK3","LowEvidence"
"1812","EPB41L1","LowEvidence"
"1813","SYNCRIP","LowEvidence"
"1814","NECAB2","LowEvidence"
"1815","SYNE1","LowEvidence"
"1816","SLC25A6","LowEvidence"
"1817","MAGT1","LowEvidence"
"1818","ACTL6A","LowEvidence"
"1819","CACNA1A","LowEvidence"
"1820","GPRASP1","LowEvidence"
"1821","INTS6L","LowEvidence"
"1822","LIMK1","LowEvidence"
"1823","MAGEB10","LowEvidence"
"1824","AWAT2","LowEvidence"
"1825","PHC1","LowEvidence"
"1826","FAH","LowEvidence"
"1827","PANK2","LowEvidence"
"1828","NTRK1","LowEvidence"
"1829","SMC3","LowEvidence"
"1830","FAM120C","LowEvidence"
"1831","SYTL5","LowEvidence"
"1832","ASCL1","LowEvidence"
"1833","ARHGAP36","LowEvidence"
"1834","PIN4","LowEvidence"
"1835","BMP15","LowEvidence"
"1836","CSTF2","LowEvidence"
"1837","MRE11","LowEvidence"
"1838","SHROOM4","LowEvidence"
"1839","ARHGEF2","LowEvidence"
"1840","FAM58A","LowEvidence"
"1841","STT3B","LowEvidence"
"1842","FRMPD4","LowEvidence"
"1843","PASD1","LowEvidence"
"1844","ZNF674","LowEvidence"
"1845","TAF2","LowEvidence"
"1846","DNAJC19","LowEvidence"
"1847","FAAH2","LowEvidence"
"1848","ALX4","LowEvidence"
"1849","GMPPB","LowEvidence"
"1850","PDCD10","LowEvidence"
"1851","RAD50","LowEvidence"
"1852","SLC52A3","LowEvidence"
"1853","TEPSIN","LowEvidence"
"1854","ARL13B","LowEvidence"
"1855","MLH1","LowEvidence"
"1856","SZT2","LowEvidence"
"1857","ALG2","LowEvidence"
"1858","UBR7","LowEvidence"
"1859","STT3A","LowEvidence"
"1860","DPF2","LowEvidence"
"1861","NRK","LowEvidence"
"1862","PABPC5","LowEvidence"
"1863","TCEAL3","LowEvidence"
"1864","HIST3H3","LowEvidence"
"1865","PRMT9","LowEvidence"
"1866","CACNA1H","LowEvidence"
"1867","TMEM135","LowEvidence"
"1868","COX14","LowEvidence"
"1869","DACT1","LowEvidence"
"1870","GSS","LowEvidence"
"1871","PCBD1","LowEvidence"
"1872","DCHS2","LowEvidence"
"1873","NXF5","LowEvidence"
"1874","LGI1","LowEvidence"
"1875","CCDC39","LowEvidence"
"1876","AKR1C2","LowEvidence"
"1877","DLG2","LowEvidence"
"1878","INF2","LowEvidence"
"1879","NLGN4X","LowEvidence"
